Case;"Player [1=Gössa; 2= player1; 3= player2; 4 = player3]";"Tune [1=Pellar; 2=Lorik; 3=JamtOlle; 4=Blecko; 5= Storpolska]";Volta;Section;SectionVolta;PerformanceMeasure;SectionMeasure;BarSTRING;Measure duration s;M dev;B1 ms;B2 ms;B3 ms;BP1;BP2;BP3;NDB1;NDB2;NDB3;"Rhythm Category [9999=E; 0=decreasing_or_stable; 2=repeated_ending]";"SB1 [1=unequal; 0= equal_or_NA]";"SB2 [1=unequal; 0= equal_or_NA]";"CND [1=decreasing; 2= stable; 3=increasing]";Tempo;M dev
1192;4;4;2;2;1;53;1;B1;1.59;0.04;553;506;530;0.35;0.32;0.33;2;2;2;2211;1;1;2;118;103.9948194
1193;4;4;2;2;1;54;2;B2;1.45;-0.05;412;480;560;0.28;0.33;0.39;2;4;3;2410;1;0;3;118;95.03360425
1194;4;4;2;2;1;55;3;B3;1.50;-0.02;508;495;493;0.34;0.33;0.33;2;2;2;2210;1;0;2;118;97.93250009
1195;4;4;2;2;1;56;4;B4;1.46;-0.05;392;516;548;0.27;0.35;0.38;2;4;1;2410;1;0;3;118;95.27631517
1196;4;4;2;2;1;57;5;B5;1.52;0.00;452;532;540;0.30;0.35;0.35;4;3;2;0;0;0;1;118;99.74601438
1197;4;4;2;2;1;58;6;B6;1.44;-0.06;424;546;466;0.30;0.38;0.32;3;2;4;0;0;1;1;118;93.986402
1198;4;4;2;2;1;59;7;B7;1.40;-0.08;406;526;472;0.29;0.37;0.34;4;2;2;0;0;0;1;118;91.8919975
1199;4;4;2;2;1;60;8;B8;1.48;-0.03;524;444;512;0.35;0.30;0.35;3;1;1;9999;1;0;1;118;96.86620819
1200;4;4;2;2;2;61;1;B1;1.63;0.07;560;556;511;0.34;0.34;0.31;2;2;2;2211;1;1;2;118;106.5064685
1201;4;4;2;2;2;62;2;B2;1.43;-0.06;361;520;548;0.25;0.36;0.38;2;4;1;2410;1;0;3;118;93.50916137
1202;4;4;2;2;2;63;3;B3;1.52;-0.01;448;533;536;0.30;0.35;0.35;2;2;2;2210;1;0;2;118;99.26877375
1203;4;4;2;2;2;64;4;B4;1.40;-0.08;347;516;540;0.25;0.37;0.38;2;4;1;2410;1;0;3;118;91.845637
1204;4;4;2;2;2;65;5;B5;1.50;-0.02;472;512;514;0.32;0.34;0.34;4;2;2;0;0;0;1;118;98.04976488
1205;4;4;2;2;2;66;6;B6;1.41;-0.08;454;504;451;0.32;0.36;0.32;3;2;4;0;0;1;1;118;92.18515961
1206;4;4;2;2;2;67;7;B7;1.48;-0.03;481;444;556;0.32;0.30;0.38;4;3;2;0;0;0;1;118;96.96029277
1207;2;5;1;1;1;1;1;A1;1.77;0.17;628;642;500;0.35;0.36;0.28;1;1;2;0;0;0;2;119;116.5664611
1208;2;5;1;1;1;2;2;A2;1.51;-0.01;516;460;534;0.34;0.30;0.35;2;2;4;2210;1;0;2;119;99.44370409
1209;2;5;1;1;1;3;3;A3;1.46;-0.04;528;462;470;0.36;0.32;0.32;2;4;2;2410;1;0;3;119;96.15086621
1210;2;5;1;1;1;4;4;A4;1.52;0.00;496;522;498;0.33;0.34;0.33;4;1;3;9999;0;0;1;119;99.83884464
1211;2;5;1;1;2;5;1;A1;1.65;0.09;558;570;526;0.34;0.34;0.32;1;1;2;0;0;0;2;119;108.9270772
1212;2;5;1;1;2;6;2;A2;1.46;-0.04;464;496;500;0.32;0.34;0.34;2;2;4;2210;1;0;2;119;96.15086621
1213;2;5;1;1;2;7;3;A3;1.52;0.00;496;498;526;0.33;0.33;0.35;2;4;2;2410;1;0;3;119;100.1022717
1214;2;5;1;1;2;8;4;A4;1.51;-0.01;568;444;496;0.38;0.29;0.33;4;1;1;9999;0;0;1;119;99.31199058
1215;2;5;1;1;2;9;5;A5;1.43;-0.06;468;456;508;0.33;0.32;0.35;1;1;2;2;0;0;2;119;94.306877
1216;2;5;1;2;1;10;1;B1;1.58;0.04;586;510;484;0.37;0.32;0.31;2;2;2;2210;1;0;2;119;104.0536771
1217;2;5;1;2;1;11;2;B2;1.40;-0.08;322;618;462;0.23;0.44;0.33;2;4;2;2400;0;0;3;119;92.33117426
1218;2;5;1;2;1;12;3;B3;1.42;-0.07;326;624;466;0.23;0.44;0.33;2;3;2;0;0;0;3;119;93.25316887
1219;2;5;1;2;1;13;4;B4;1.49;-0.02;474;392;620;0.32;0.26;0.42;3;2;2;0;0;1;1;119;97.86314191
1220;2;5;1;2;1;14;5;B5;1.52;0.00;496;536;489;0.33;0.35;0.32;4;2;2;2210;1;0;1;119;100.1859646
1221;2;5;1;2;1;15;6;B6;1.42;-0.06;309;660;456;0.22;0.46;0.32;2;4;2;2400;0;0;3;119;93.82804351
1222;2;5;1;2;1;16;7;B7;1.37;-0.10;328;574;464;0.24;0.42;0.34;2;2;3;2200;0;0;2;119;89.96033099
1223;2;5;1;2;1;17;8;B8;1.54;0.01;520;474;544;0.34;0.31;0.35;2;1;1;9999;0;0;1;119;101.2918094
1224;2;5;1;3;1;18;1;C1;1.58;0.04;570;468;544;0.36;0.30;0.34;1;1;2;0;0;0;2;119;104.1812746
1225;2;5;1;3;1;19;2;C2;1.51;-0.01;484;512;512;0.32;0.34;0.34;4;2;3;2210;1;0;1;119;99.31199058
1226;2;5;1;3;1;20;3;C3;1.49;-0.02;484;512;494;0.32;0.34;0.33;2;4;2;2400;0;0;3;119;98.12656894
1227;2;5;1;3;1;21;4;C4;1.51;-0.01;568;462;476;0.38;0.31;0.32;3;1;1;9999;1;0;1;119;99.18027706
1228;2;5;1;3;2;22;1;C1;1.48;-0.03;512;480;486;0.35;0.32;0.33;1;1;2;0;0;0;2;119;97.33628785
1229;2;5;1;3;2;23;2;C2;1.55;0.02;504;546;500;0.33;0.35;0.32;4;2;3;2210;1;0;1;119;102.0779744
1230;2;5;1;3;2;24;3;C3;1.46;-0.04;444;499;521;0.30;0.34;0.36;2;4;2;2400;0;0;3;119;96.41429324
1231;2;5;1;3;2;25;4;C4;1.45;-0.04;552;434;468;0.38;0.30;0.32;3;1;1;9999;1;0;1;119;95.75572566
1232;2;5;1;3;2;26;5;C5;1.52;0.00;500;468;554;0.33;0.31;0.36;1;1;2;2;0;0;2;119;100.2339852
1233;2;5;1;2;2;27;1;B5;1.55;0.02;438;616;498;0.28;0.40;0.32;1;3;2;2210;1;0;3;119;102.2096879
1234;2;5;1;2;2;28;2;B6;1.40;-0.08;348;572;476;0.25;0.41;0.34;2;4;2;2400;0;0;3;119;91.93603372
1235;2;5;1;2;2;29;3;B7;1.42;-0.06;326;634;464;0.23;0.45;0.33;2;2;3;2200;0;0;2;119;93.78002293
1236;2;5;1;2;2;30;4;B8;1.57;0.03;564;482;524;0.36;0.31;0.33;2;1;1;9999;0;0;1;119;103.3951096
1237;2;5;1;3;3;31;1;C1;1.55;0.02;580;494;476;0.37;0.32;0.31;1;1;1;0;0;0;2;119;102.0779744
1238;2;5;1;3;3;32;2;C2;1.55;0.02;524;502;528;0.34;0.32;0.34;2;2;1;2210;1;0;2;119;102.3414014
1239;2;5;1;3;3;33;3;C3;1.48;-0.02;468;504;510;0.32;0.34;0.34;2;4;2;2400;0;0;3;119;97.59971488
1240;2;5;1;3;3;34;4;C4;1.52;0.00;568;422;532;0.37;0.28;0.35;3;1;1;9999;1;0;1;119;100.2339852
1241;2;5;1;3;4;35;1;C1;1.53;0.01;504;472;556;0.33;0.31;0.36;1;1;2;0;0;0;2;119;100.8925528
1242;2;5;1;3;4;36;2;C2;1.54;0.01;488;536;512;0.32;0.35;0.33;4;2;3;2210;1;0;1;119;101.1559798
1243;2;5;1;3;4;37;3;C3;1.48;-0.03;464;509;507;0.31;0.34;0.34;2;4;2;2400;0;0;3;119;97.46800136
1244;2;5;1;3;4;38;4;C4;1.59;0.05;630;418;542;0.40;0.26;0.34;3;1;1;9999;1;0;1;119;104.7122447
1245;2;5;1;3;4;39;5;C5;1.57;0.04;654;422;498;0.42;0.27;0.32;3;1;1;2;1;0;1;119;103.6585366
1246;2;5;1;2;3;40;1;B5;1.61;0.06;600;506;508;0.37;0.31;0.32;3;1;2;2210;1;0;1;119;106.2928069
1247;2;5;1;2;3;41;2;B6;1.49;-0.02;342;649;504;0.23;0.43;0.34;2;4;2;2400;0;0;3;119;98.45310868
1248;2;5;1;2;3;42;3;B7;1.42;-0.07;337;596;482;0.24;0.42;0.34;2;2;3;2200;0;0;2;119;93.19005617
1249;2;5;1;2;3;43;4;B8;1.50;-0.01;506;458;536;0.34;0.31;0.36;2;1;1;9999;0;0;1;119;98.78513652
1250;2;5;2;1;1;44;1;A1;1.63;0.07;560;586;484;0.34;0.36;0.30;1;1;2;0;0;0;2;119;107.346515
1251;2;5;2;1;1;45;2;A2;1.56;0.03;484;580;500;0.31;0.37;0.32;2;2;4;2210;1;0;2;119;102.999969
1252;2;5;2;1;1;46;3;A3;1.56;0.03;487;525;548;0.31;0.34;0.35;2;4;2;2410;1;0;3;119;102.7530062
1253;2;5;2;1;1;47;4;A4;1.58;0.04;458;558;564;0.29;0.35;0.36;4;1;3;9999;0;0;1;119;104.0372129
1254;2;5;2;1;2;48;1;A1;1.68;0.11;562;548;574;0.33;0.33;0.34;1;1;2;0;0;0;2;119;110.9027799
1255;2;5;2;1;2;49;2;A2;1.53;0.01;449;546;538;0.29;0.36;0.35;2;2;4;2210;1;0;2;119;100.9350852
1256;2;5;2;1;2;50;3;A3;1.52;0.00;517;492;506;0.34;0.32;0.33;2;4;2;2410;1;0;3;119;99.79631217
1257;2;5;2;1;2;51;4;A4;1.57;0.03;620;444;504;0.40;0.28;0.32;4;1;1;9999;0;0;1;119;103.263396
1258;2;5;2;1;2;52;5;A5;1.56;0.03;500;518;546;0.32;0.33;0.35;1;1;2;2;0;0;2;119;102.999969
1259;2;5;2;2;1;53;1;B1;1.61;0.06;562;508;538;0.35;0.32;0.33;2;1;2;2210;1;0;1;119;105.8976663
1260;2;5;2;2;1;54;2;B2;1.48;-0.03;372;622;484;0.25;0.42;0.33;2;4;4;2400;0;0;3;119;97.33628785
1261;2;5;2;2;1;55;3;B3;1.43;-0.06;330;638;462;0.23;0.45;0.32;2;3;2;0;0;0;3;119;94.17516348
1262;2;5;2;2;1;56;4;B4;1.57;0.03;466;582;518;0.30;0.37;0.33;3;3;1;0;0;1;2;119;103.1316825
1263;2;5;2;2;1;57;5;B5;1.56;0.03;490;552;520;0.31;0.35;0.33;4;2;4;2210;1;0;1;119;102.8682555
1264;2;5;2;2;1;58;6;B6;1.46;-0.04;302;639;517;0.21;0.44;0.35;2;4;4;2400;0;0;3;119;96.01915269
1265;2;5;2;2;1;59;7;B7;1.41;-0.07;344;616;446;0.24;0.44;0.32;2;2;3;2200;0;0;2;119;92.5946013
1266;2;5;2;2;1;60;8;B8;1.56;0.03;584;442;538;0.37;0.28;0.34;2;1;1;9999;0;0;1;119;102.999969
1267;2;5;2;3;1;61;1;C1;1.57;0.03;572;492;504;0.36;0.31;0.32;1;1;2;0;0;0;2;119;103.263396
1268;2;5;2;3;1;62;2;C2;1.60;0.05;476;566;556;0.30;0.35;0.35;4;2;1;2210;1;0;1;119;105.2390988
1269;2;5;2;3;1;63;3;C3;1.48;-0.03;482;496;500;0.33;0.34;0.34;2;4;2;2400;0;0;3;119;97.33628785
1270;2;5;2;3;1;64;4;C4;1.53;0.01;582;434;514;0.38;0.28;0.34;3;1;1;9999;1;0;1;119;100.7608392
1271;2;5;2;3;2;65;1;C1;1.47;-0.03;496;478;500;0.34;0.32;0.34;1;1;1;0;0;0;2;119;97.07286082
1272;2;5;2;3;2;66;2;C2;1.53;0.01;496;524;514;0.32;0.34;0.34;4;2;3;2210;1;0;1;119;101.0242663
1273;2;5;2;3;2;67;3;C3;1.45;-0.04;462;518;472;0.32;0.36;0.33;2;4;2;2400;0;0;3;119;95.62401215
1274;2;5;2;3;2;68;4;C4;1.62;0.07;608;500;512;0.38;0.31;0.32;3;1;1;9999;1;0;1;119;106.6879474
1275;2;5;2;3;2;69;5;C5;1.51;0.00;504;454;556;0.33;0.30;0.37;1;1;2;2;0;0;2;119;99.70713112
1276;2;5;2;2;2;70;1;B5;1.59;0.04;434;634;518;0.27;0.40;0.33;2;2;2;2210;1;0;2;119;104.4543057
1277;2;5;2;2;2;71;2;B6;1.45;-0.05;339;613;498;0.23;0.42;0.34;2;4;4;2400;0;0;3;119;95.46211431
1278;2;5;2;2;2;72;3;B7;1.38;-0.09;318;574;484;0.23;0.42;0.35;2;2;3;2200;0;0;2;119;90.63810681
1279;2;5;2;2;2;73;4;B8;1.53;0.01;540;474;521;0.35;0.31;0.34;2;1;1;9999;0;0;1;119;101.0736588
1280;2;5;2;3;3;74;1;C1;1.53;0.01;589;462;480;0.38;0.30;0.31;1;1;2;0;0;0;2;119;100.8486482
1281;2;5;2;3;3;75;2;C2;1.56;0.02;494;534;528;0.32;0.34;0.34;4;2;1;2210;1;0;1;119;102.4731149
1282;2;5;2;3;3;76;3;C3;1.48;-0.03;520;466;490;0.35;0.32;0.33;2;4;2;2400;0;0;3;119;97.20457433
1283;2;5;2;3;3;77;4;C4;1.55;0.02;580;454;516;0.37;0.29;0.33;3;1;1;9999;1;0;1;119;102.0779744
1284;2;5;2;3;4;78;1;C1;1.51;-0.01;492;478;538;0.33;0.32;0.36;1;1;2;0;0;0;2;119;99.33531487
1285;2;5;2;3;4;79;2;C2;1.49;-0.02;478;509;504;0.32;0.34;0.34;4;2;3;2210;1;0;1;119;98.23495817
1286;2;5;2;3;4;80;3;C3;1.46;-0.04;472;494;498;0.32;0.34;0.34;2;4;2;2400;0;0;3;119;96.41429324
1287;2;5;2;3;4;81;4;C4;1.59;0.04;646;422;519;0.41;0.27;0.33;3;1;1;9999;1;0;1;119;104.4995822
1288;2;5;2;3;4;82;5;C5;1.51;0.00;495;498;520;0.33;0.33;0.34;1;1;2;2;0;0;2;119;99.65636656
1289;2;5;2;2;3;83;1;B5;1.55;0.02;434;658;456;0.28;0.43;0.29;2;2;2;2210;1;0;2;119;101.9462609
1290;2;5;2;2;3;84;2;B6;1.51;-0.01;380;612;514;0.25;0.41;0.34;2;4;2;2400;0;0;3;119;99.18027706
1291;2;5;2;2;3;85;3;B7;1.45;-0.05;350;608;490;0.24;0.42;0.34;2;2;3;2200;0;0;2;119;95.36058512
1292;3;5;1;1;1;1;1;A1;1.49;0.08;568;439;479;0.38;0.30;0.32;1;1;1;0;0;0;2;132;108.443813
1293;3;5;1;1;1;2;2;A2;1.44;0.05;453;484;503;0.31;0.34;0.35;4;2;5;2210;1;0;1;132;105.1278528
1294;3;5;1;1;1;3;3;A3;1.31;-0.04;463;447;405;0.35;0.34;0.31;2;4;2;2410;1;0;3;132;95.94442999
1295;3;5;1;1;1;4;4;A4;1.39;0.01;470;493;428;0.34;0.35;0.31;4;1;2;9999;0;0;1;132;101.4975051
1296;3;5;1;1;2;5;1;A1;1.54;0.12;640;430;472;0.42;0.28;0.31;2;1;1;0;0;0;1;132;112.4977564
1297;3;5;1;1;2;6;2;A2;1.38;0.01;432;462;490;0.31;0.33;0.35;4;2;5;2210;1;0;1;132;101.0011039
1298;3;5;1;1;2;7;3;A3;1.35;-0.01;488;438;428;0.36;0.32;0.32;2;4;2;2410;1;0;3;132;98.78219037
1299;3;5;1;1;2;8;4;A4;1.41;0.03;495;501;417;0.35;0.35;0.30;4;1;1;9999;0;0;1;132;103.0876437
1300;3;5;1;1;2;9;5;A5;1.52;0.11;446;475;599;0.29;0.31;0.39;1;1;1;2;0;0;2;132;110.9291285
1301;3;5;1;2;1;10;1;B1;1.39;0.01;458;511;421;0.33;0.37;0.30;2;2;2;2210;1;0;2;132;101.3982248
1302;3;5;1;2;1;11;2;B2;1.33;-0.03;327;512;490;0.25;0.39;0.37;2;4;2;2400;0;0;3;132;96.94385112
1303;3;5;1;2;1;12;3;B3;1.37;0.00;380;495;492;0.28;0.36;0.36;2;3;2;0;0;0;3;132;99.76341013
1304;3;5;1;2;1;13;4;B4;1.31;-0.04;358;455;501;0.27;0.35;0.38;2;3;1;0;0;1;3;132;95.83853107
1305;3;5;1;2;1;14;5;B5;1.39;0.02;519;452;422;0.37;0.32;0.30;2;2;2;2210;1;0;2;132;101.6629722
1306;3;5;1;2;1;15;6;B6;1.28;-0.06;316;512;457;0.25;0.40;0.36;2;4;2;2400;0;0;3;132;93.72055243
1307;3;5;1;2;1;16;7;B7;1.22;-0.11;352;424;439;0.29;0.35;0.36;2;2;3;2200;0;0;2;132;88.69035339
1308;3;5;1;2;1;17;8;B8;1.48;0.08;497;496;483;0.34;0.34;0.33;2;1;1;9999;0;0;1;132;107.7124485
1309;3;5;1;3;1;18;1;C1;1.39;0.01;462;471;457;0.33;0.34;0.33;1;1;1;0;0;0;2;132;101.437937
1310;3;5;1;3;1;19;2;C2;1.39;0.01;348;580;461;0.25;0.42;0.33;2;2;3;2210;1;0;2;132;101.3982248
1311;3;5;1;3;1;20;3;C3;1.23;-0.10;424;461;348;0.34;0.37;0.28;2;4;2;2400;0;0;3;132;90.01408989
1312;3;5;1;3;1;21;4;C4;1.41;0.03;455;514;444;0.32;0.36;0.31;3;1;3;9999;1;0;1;132;103.061169
1313;3;5;1;3;2;22;1;C1;1.41;0.03;478;432;501;0.34;0.31;0.36;1;1;1;0;0;1;3;132;102.9122486
1314;3;5;1;3;2;23;2;C2;1.38;0.01;377;570;435;0.27;0.41;0.31;2;2;3;2210;1;0;2;132;100.8124714
1315;3;5;1;3;2;24;3;C3;1.27;-0.07;429;486;359;0.34;0.38;0.28;2;4;2;2400;0;0;3;132;92.98256932
1316;3;5;1;3;2;25;4;C4;1.40;0.02;483;455;463;0.34;0.32;0.33;3;1;1;9999;1;0;1;132;102.1924668
1317;3;5;1;3;2;26;5;C5;1.30;-0.05;395;534;373;0.30;0.41;0.29;1;1;1;2;0;0;2;132;95.04428908
1318;3;5;1;2;2;27;1;B5;1.45;0.06;519;508;428;0.36;0.35;0.29;2;2;2;2210;1;0;2;132;106.1636766
1319;3;5;1;2;2;28;2;B6;1.24;-0.10;316;490;432;0.26;0.40;0.35;2;4;2;2400;0;0;3;132;90.27883729
1320;3;5;1;2;2;29;3;B7;1.21;-0.12;341;435;432;0.28;0.36;0.36;2;2;3;2200;0;0;2;132;88.16085866
1321;3;5;1;2;2;30;4;B8;1.49;0.09;475;479;537;0.32;0.32;0.36;2;1;1;9999;0;0;1;132;108.8111499
1322;3;5;2;1;1;31;1;A1;1.49;0.09;522;472;493;0.35;0.32;0.33;1;1;1;0;0;0;2;132;108.5464026
1323;3;5;2;1;1;32;2;A2;1.39;0.02;388;475;530;0.28;0.34;0.38;2;2;5;2210;1;0;2;132;101.6629721
1324;3;5;2;1;1;33;3;A3;1.26;-0.08;432;432;399;0.34;0.34;0.32;2;4;2;2410;1;0;3;132;92.13206853
1325;3;5;2;1;1;34;4;A4;1.45;0.06;461;403;588;0.32;0.28;0.40;4;1;2;9999;0;0;1;132;105.8989294
1326;3;5;2;1;2;35;1;A1;1.39;0.01;515;432;443;0.37;0.31;0.32;1;1;1;0;0;0;2;132;101.3982248
1327;3;5;2;1;2;36;2;A2;1.42;0.03;457;479;482;0.32;0.34;0.34;2;2;5;2210;1;0;2;132;103.4599446
1328;3;5;2;1;2;37;3;A3;1.30;-0.05;462;417;424;0.35;0.32;0.33;2;4;2;2410;1;0;3;132;95.10054788
1329;3;5;2;1;2;38;4;A4;1.39;0.01;486;457;443;0.35;0.33;0.32;4;1;1;9999;0;0;1;132;101.1334775
1330;3;5;2;1;2;39;5;A5;1.54;0.12;414;479;646;0.27;0.31;0.42;1;1;1;2;0;0;2;132;112.2528651
1331;3;5;2;2;1;40;1;B1;1.40;0.02;519;475;410;0.37;0.34;0.29;2;2;2;2210;1;0;2;132;102.4572142
1332;3;5;2;2;1;41;2;B2;1.33;-0.03;305;501;522;0.23;0.38;0.39;2;4;2;2400;0;0;3;132;96.89752032
1333;3;5;2;2;1;42;3;B3;1.40;0.02;361;517;519;0.26;0.37;0.37;2;3;2;0;0;0;3;132;101.9277195
1334;3;5;2;2;1;43;4;B4;1.26;-0.08;366;425;468;0.29;0.34;0.37;2;3;1;0;0;1;3;132;91.8673212
1335;3;5;2;2;1;44;5;B5;1.41;0.03;509;453;454;0.36;0.32;0.32;2;2;2;2210;1;0;2;132;103.2514561
1336;3;5;2;2;1;45;6;B6;1.35;-0.01;328;518;508;0.24;0.38;0.38;2;4;2;2400;0;0;3;132;98.75075162
1337;3;5;2;2;1;46;7;B7;1.24;-0.09;366;439;435;0.30;0.35;0.35;2;2;3;2200;0;0;2;132;90.54358462
1338;3;5;2;2;1;47;8;B8;1.44;0.05;428;504;504;0.30;0.35;0.35;2;1;1;9999;0;0;1;132;104.8399401
1339;3;5;2;3;1;48;1;C1;1.43;0.04;502;478;446;0.35;0.33;0.31;1;1;1;0;0;0;2;132;104.0456981
1340;3;5;2;3;1;49;2;C2;1.36;-0.01;330;559;468;0.24;0.41;0.34;2;2;3;2210;1;0;2;132;99.01549895
1341;3;5;2;3;1;50;3;C3;1.26;-0.08;424;457;374;0.34;0.36;0.30;2;4;2;2400;0;0;3;132;91.60257387
1342;3;5;2;3;1;51;4;C4;1.42;0.04;435;483;500;0.31;0.34;0.35;3;1;2;9999;1;0;1;132;103.5162034
1343;3;5;2;3;2;52;1;C1;1.34;-0.02;483;406;454;0.36;0.30;0.34;1;1;1;0;0;0;2;132;97.95650963
1344;3;5;2;3;2;53;2;C2;1.42;0.04;417;562;443;0.29;0.40;0.31;2;2;3;2210;1;0;2;132;103.7809507
1345;3;5;2;3;2;54;3;C3;1.25;-0.09;410;486;356;0.33;0.39;0.28;2;4;2;2400;0;0;3;132;91.33782661
1346;3;5;2;3;2;55;4;C4;1.44;0.05;475;512;457;0.33;0.35;0.32;3;1;1;9999;1;0;1;132;105.3760533
1347;3;5;2;3;2;56;5;C5;1.32;-0.04;353;505;459;0.27;0.38;0.35;1;1;1;2;0;0;2;132;96.09665971
1348;3;5;2;2;2;57;1;B5;1.38;0.00;446;493;436;0.32;0.36;0.32;2;2;2;2210;1;0;2;132;100.362401
1349;3;5;2;2;2;58;2;B6;1.27;-0.07;290;491;489;0.23;0.39;0.39;2;4;2;2400;0;0;3;132;92.63839775
1350;3;5;2;2;2;59;3;B7;1.31;-0.04;345;467;502;0.26;0.36;0.38;2;2;3;2200;0;0;2;132;95.83853107
1351;4;5;1;1;1;1;1;A1;1.69;0.13;618;509;562;0.37;0.30;0.33;1;1;1;0;0;0;2;121;113.2116306
1352;4;5;1;1;1;2;2;A2;1.54;0.03;489;510;537;0.32;0.33;0.35;2;2;3;2210;1;0;2;121;102.9562254
1353;4;5;1;1;1;3;3;A3;1.40;-0.06;477;453;471;0.34;0.32;0.34;2;4;2;2410;1;0;3;121;93.90733837
1354;4;5;1;1;1;4;4;A4;1.51;0.01;436;520;557;0.29;0.34;0.37;3;1;2;9999;0;0;1;121;101.3698773
1355;4;5;1;1;2;5;1;A1;1.50;0.01;510;480;512;0.34;0.32;0.34;1;1;1;0;0;0;2;121;100.6549035
1356;4;5;1;1;2;6;2;A2;1.47;-0.02;439;499;527;0.30;0.34;0.36;2;2;3;2210;1;0;2;121;98.1971811
1357;4;5;1;1;2;7;3;A3;1.41;-0.05;450;450;512;0.32;0.32;0.36;2;4;2;2410;1;0;3;121;94.62231218
1358;4;5;1;1;2;8;4;A4;1.53;0.02;475;542;510;0.31;0.35;0.33;3;1;1;9999;0;0;1;121;102.3306233
1359;4;5;1;1;2;9;5;A5;1.56;0.05;458;528;575;0.29;0.34;0.37;1;1;1;2;0;0;2;121;104.6766311
1360;4;5;1;2;1;10;1;B1;1.48;-0.01;430;550;500;0.29;0.37;0.34;2;2;2;2210;1;0;2;121;99.20261299
1361;4;5;1;2;1;11;2;B2;1.37;-0.08;360;507;502;0.26;0.37;0.37;2;4;2;2400;0;0;3;121;91.71773113
1362;4;5;1;2;1;12;3;B3;1.41;-0.06;412;507;490;0.29;0.36;0.35;2;3;2;0;0;0;3;121;94.3988829
1363;4;5;1;2;1;13;4;B4;1.35;-0.10;323;427;600;0.24;0.32;0.44;2;3;1;0;0;1;3;121;90.48886995
1364;4;5;1;2;1;14;5;B5;1.41;-0.05;411;505;495;0.29;0.36;0.35;4;2;2;2210;1;0;1;121;94.51059751
1365;4;5;1;2;1;15;6;B6;1.37;-0.08;323;523;527;0.24;0.38;0.38;2;4;2;2400;0;0;3;121;92.05287509
1366;4;5;1;2;1;16;7;B7;1.48;-0.01;390;597;497;0.26;0.40;0.33;2;2;3;2200;0;0;2;121;99.42604227
1367;4;5;1;2;1;17;8;B8;1.52;0.02;490;493;540;0.32;0.32;0.35;2;1;1;9999;0;0;1;121;102.107194
1368;4;5;1;3;1;18;1;C1;1.59;0.06;560;520;507;0.35;0.33;0.32;1;1;1;0;0;0;2;121;106.3523508
1369;4;5;1;3;1;19;2;C2;1.44;-0.03;393;527;523;0.27;0.36;0.36;2;2;3;2210;1;0;2;121;96.74489064
1370;4;5;1;3;1;20;3;C3;1.47;-0.01;405;545;525;0.27;0.37;0.36;2;4;2;2400;0;0;3;121;98.84512605
1371;4;5;1;3;1;21;4;C4;1.50;0.00;458;495;543;0.31;0.33;0.36;3;1;1;9999;1;0;1;121;100.3421025
1372;4;5;1;3;2;22;1;C1;1.56;0.05;530;468;563;0.34;0.30;0.36;1;1;1;0;0;0;2;121;104.6766311
1373;4;5;1;3;2;23;2;C2;1.48;-0.01;480;477;523;0.32;0.32;0.35;2;2;3;2210;1;0;2;121;99.20261299
1374;4;5;1;3;2;24;3;C3;1.46;-0.02;456;508;496;0.31;0.35;0.34;2;4;2;2400;0;0;3;121;97.86203714
1375;4;5;1;3;2;25;4;C4;1.49;0.00;520;448;525;0.35;0.30;0.35;3;1;1;9999;1;0;1;121;100.0963302
1376;4;5;1;3;2;26;5;C5;1.62;0.09;499;504;619;0.31;0.31;0.38;1;1;1;2;0;0;2;121;108.6983586
1377;4;5;1;2;2;27;1;B5;1.54;0.03;473;580;488;0.31;0.38;0.32;2;2;2;2210;1;0;2;121;103.2913693
1378;4;5;1;2;2;28;2;B6;1.39;-0.07;348;516;528;0.25;0.37;0.38;2;4;2;2400;0;0;3;121;93.30407924
1379;4;5;1;2;2;29;3;B7;1.45;-0.03;380;590;484;0.26;0.41;0.33;2;2;3;2200;0;0;2;121;97.47103587
1380;4;5;1;2;2;30;4;B8;1.46;-0.02;479;432;547;0.33;0.30;0.37;2;1;1;9999;0;0;1;121;97.71680806
1381;4;5;2;1;1;31;1;A1;1.64;0.10;608;447;581;0.37;0.27;0.36;1;1;1;0;0;0;2;121;109.6591046
1382;4;5;2;1;1;32;2;A2;1.52;0.02;496;484;542;0.33;0.32;0.36;2;2;3;2210;1;0;2;121;102.0373724
1383;4;5;2;1;1;33;3;A3;1.43;-0.04;482;460;484;0.34;0.32;0.34;2;4;2;2410;1;0;3;121;95.57049029
1384;4;5;2;1;1;34;4;A4;1.61;0.08;480;612;516;0.30;0.38;0.32;3;1;3;9999;0;0;1;121;107.7753162
1385;4;5;2;1;2;35;1;A1;1.58;0.06;477;495;604;0.30;0.31;0.38;1;1;2;0;0;0;2;121;105.6373771
1386;4;5;2;1;2;36;2;A2;1.49;0.00;468;524;500;0.31;0.35;0.34;2;2;3;2210;1;0;2;121;100.0069585
1387;4;5;2;1;2;37;3;A3;1.50;0.01;540;460;505;0.36;0.31;0.34;2;4;2;2410;1;0;3;121;100.8741435
1388;4;5;2;1;2;38;4;A4;1.48;-0.01;485;500;495;0.33;0.34;0.33;3;1;1;9999;0;0;1;121;99.20680229
1389;4;5;2;1;2;39;5;A5;1.58;0.06;459;522;594;0.29;0.33;0.38;1;1;1;2;0;0;2;121;105.5703483
